IngressBytes,InRxmitBytes,InCongestionBytes,Connections
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,0
270,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,1
195,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,0
274,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,0
178,0,0,1
195,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1046,0,0,1
8301,0,0,5
6506,0,0,3
729,0,0,2
1084,0,0,1
517,0,0,1
75,0,0,0
111,0,0,0
1014,0,0,1
1861,0,0,3
2388,0,0,21
4820,0,0,33
1052,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
10,0,0,0
92,0,0,2
119,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
821,0,0,8
7485,0,0,75
12080,0,0,100
1256,0,0,8
363,0,0,2
0,0,0,0
0,0,0,0
17,0,0,0
121,0,0,0
258,0,0,1
1826,0,0,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
92,0,0,1
649,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,0
195,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
54,0,0,0
387,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,1
119,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39,0,0,0
275,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
180,0,0,0
1368,0,0,2
1391,0,0,1
5232,0,0,1
978,0,0,2
302,0,0,2
277,0,0,1
131,0,0,1
306,0,0,1
540,0,0,6
5432,0,0,35
12566,0,0,37
8341,0,0,16
2147,0,0,3
0,0,0,0
0,0,0,0
1224,0,0,0
8652,0,0,1
0,0,0,2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,0,0,0
329,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,0
270,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,0
195,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,1
119,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
76,0,0,0
541,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49,0,0,0
360,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,1
195,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,0
119,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,1
119,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
48,0,0,0
346,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,0
274,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
72,0,0,0
510,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,0
150,0,0,0
226,0,0,0
1660,0,0,1
421,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
688,0,0,1
9988,0,0,8
35338,0,0,7
460,0,0,1
19873,0,0,1
140176,0,0,1
173965,0,0,1
84379,0,0,1
169280,0,0,3
2375,0,0,5
2177,0,0,1
1116,0,0,0
16629,0,0,4
84604,0,0,3
460,0,0,1
28939,0,0,1
189672,0,0,4
135426,0,0,4
35194,0,0,4
2840,0,0,2
7272,0,0,1
9084,0,0,2
1319,0,0,2
7135,0,0,1
0,0,0,0
1926,0,0,0
12636,0,0,3
10577,0,0,2
31200,0,0,2
2440,0,0,4
13994,0,0,4
147,0,0,0
48,0,0,0
305,0,0,1
73,0,0,0
414,0,0,0
2527,0,0,0
48,0,0,0
295,0,0,0
0,0,0,0
59,0,0,0
367,0,0,1
536,0,0,1
3264,0,0,1
426,0,0,0
2629,0,0,1
20155,0,0,1
141099,0,0,1
137310,0,0,1
135643,0,0,1
109659,0,0,5
4694,0,0,4
1699,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
59,0,0,0
367,0,0,0
414,0,0,0
2527,0,0,0
414,0,0,0
3113,0,0,1
3569,0,0,0
40,0,0,0
247,0,0,0
878,0,0,0
5781,0,0,2
3127,0,0,1
3206,0,0,0
0,0,0,0
40,0,0,0
259,0,0,1
73,0,0,0
0,0,0,0
475,0,0,0
2898,0,0,3
43,0,0,0
268,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
40,0,0,0
247,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5098,0,0,0
35314,0,0,1
53351,0,0,1
176552,0,0,1
74971,0,0,1
127563,0,0,1
129076,0,0,1
129924,0,0,1
109359,0,0,1
1204,0,0,4
3267,0,0,2
4152,0,0,0
0,0,0,0
19,0,0,0
176,0,0,1
367,0,0,0
426,0,0,0
2601,0,0,0
0,0,0,0
0,0,0,0
426,0,0,0
2601,0,0,0
161,0,0,1
1575,0,0,8
4226,0,0,1
4216,0,0,1
13510,0,0,1
92814,0,0,3
181106,0,0,1
84189,0,0,3
2120,0,0,5
541,0,0,0
147,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
859,0,0,0
5682,0,0,1
2710,0,0,0
40,0,0,0
692,0,0,1
3137,0,0,1
2601,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2586,0,0,1
363,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
48,0,0,0
387,0,0,1
10713,0,0,2
97770,0,0,2
223869,0,0,7
29039,0,0,9
1375,0,0,2
2781,0,0,1
17837,0,0,1
111565,0,0,2
94574,0,0,1
143033,0,0,1
156798,0,0,1
59061,0,0,1
22176,0,0,7
8554,0,0,3
20965,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
24,0,0,0
147,0,0,0
1018,0,0,0
6206,0,0,1
6838,0,0,0
43203,0,0,1
51505,84,0,4
258407,510,0,5
11040,0,0,7
664,0,0,0
0,0,0,0
4128,0,0,0
44379,0,0,6
138333,0,0,1
147756,0,0,1
113617,0,0,6
2318,0,0,5
796,0,0,0
2601,0,0,0
213,0,0,0
1514,0,0,1
1300,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10945,0,0,0
66684,0,0,0
28,0,0,0
11360,0,0,1
78938,0,0,3
83690,0,0,4
109674,0,0,3
737,0,0,1
4066,0,0,1
562,0,0,1
2551,0,0,1
5742,0,0,3
34086,0,0,7
1018,0,0,0
6230,0,0,1
140,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
213,0,0,0
1514,0,0,1
1300,0,0,3
0,0,0,0
0,0,0,1
0,0,0,0
59,0,0,1
367,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
12,0,0,0
122,0,0,0
710,0,0,0
2567,0,0,1
489,0,0,1
22941,0,0,2
142024,0,0,2
105882,0,0,6
228187,0,0,3
1771,0,0,6
1966,0,0,1
3932,0,0,1
8573,0,0,3
73,0,0,0
426,0,0,0
2601,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
0,0,0,0
9072,0,0,0
93841,0,0,1
234965,0,0,1
414,0,0,0
2527,0,0,0
9072,0,0,0
73720,0,0,1
132808,0,0,2
143646,0,0,2
141679,0,0,3
158704,0,0,3
76775,0,0,2
140401,0,0,2
193049,0,0,4
179708,0,0,8
81849,0,0,6
43911,0,0,8
41599,0,0,7
34404,0,0,2
59,0,0,0
367,0,0,0
0,0,0,0
2590,0,0,1
19606,0,0,7
23291,0,0,4
414,0,0,0
2954,0,0,1
2601,0,0,0
0,0,0,0
0,0,0,0
426,0,0,0
2601,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,0,0
4274,0,0,1
25593,0,0,0
414,0,0,0
2527,0,0,0
6965,0,0,0
42432,0,0,6
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
12,0,0,0
73,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2527,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
414,0,0,0
2576,0,0,1
472,0,0,1
1410,0,0,1
2605,0,0,1
7286,0,0,1
33004,0,0,2
2252,0,0,1
7541,0,0,2
33955,0,0,3
1991,0,0,1
697,0,0,1
25964,0,0,1
168855,0,0,3
232842,0,5521,15
689791,0,33636,14
110991,0,0,1
30807,0,0,1
2238,0,0,5
2585,0,0,1
0,0,0,0
487,0,0,0
6184,0,0,2
21535,0,0,7
16934,0,0,3
51467,0,0,9
144251,0,0,3
115459,0,0,2
52925,0,0,6
33310,0,0,5
169974,0,0,1
30728,0,0,7
1181,0,0,2
19,0,0,0
574,0,0,1
2774,0,0,1
0,0,0,0
1188,0,0,0
7242,0,0,1
0,0,0,0
438,0,0,0
2713,0,0,1
1304,0,0,1
6442,0,0,1
0,0,0,0
27242,0,0,0
169714,0,0,1
22827,0,0,1
47951,0,0,0
303506,0,0,2
69336,0,0,1
3824,0,0,0
23880,0,0,1
7269,0,0,1
11418,0,0,1
36072,0,0,7
19923,0,0,3
2730,0,0,2
9221,0,0,9
53031,0,0,8
414,0,0,0
2954,0,0,1
2855,0,0,1
22413,0,0,1
143304,0,0,2
100939,0,0,2
23279,0,0,2
82926,0,0,2
177117,0,0,1
60073,0,0,1
28500,0,0,2
1376,0,0,5
2757,0,0,2
147,0,0,0
0,0,0,0
503,0,0,0
3092,0,0,2
212,0,0,1
42047,0,0,1
253955,0,0,2
1392,0,0,3
1034,0,0,0
426,0,0,0
4378,0,0,1
12227,0,0,3
11432,0,0,2
17809,0,0,0
1356,0,0,0
12760,0,0,1
28205,0,0,2
23617,0,0,2
123527,0,0,9
100930,0,0,9
250644,0,0,14
39699,0,0,6
1740,0,0,0
11021,0,0,1
2527,0,0,0
0,0,0,0
2159,0,0,1
22236,0,0,7
55975,0,0,5
31598,0,0,1
179297,0,0,2
70940,0,0,12
1869,0,0,2
34466,0,0,1
171826,0,0,1
1045,84,0,5
2224,510,0,3
1408,0,0,1
2674,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
463,0,0,0
2822,0,0,1
48,0,0,0
305,0,0,1
957,0,0,1
6430,0,0,1
6371,0,0,1
12,0,0,0
2161,0,0,3
12715,0,0,4
49,0,0,0
653,0,0,1
2504,0,0,1
2958,0,0,1
32217,0,0,2
212974,0,0,3
306222,0,0,2
262862,0,0,2
299543,0,0,2
357157,0,0,1
17742,0,0,1
97717,0,0,1
2601,0,0,0
24506,0,2818,4
318474,0,84729,29
1077731,0,411572,25
308581,0,0,5
145935,0,0,2
104322,0,0,1
146865,0,0,1
8990,0,0,7
59885,0,0,12
96872,0,0,13
120133,0,0,27
74158,0,0,7
87324,0,0,11
109666,0,0,15
166564,0,0,13
31974,0,0,1
8942,0,0,1
19116,0,0,3
51264,0,0,1
232657,0,0,2
96889,0,0,6
198899,0,0,6
197201,0,0,3
1145,0,0,5
1475,0,0,3
8142,0,0,3
44243,0,0,6
247,0,0,0
31327,0,0,0
190908,0,0,1
1030,0,0,6
4501,0,0,6
73,0,0,0
629,0,0,0
4290,0,0,1
3368,0,0,1
18271,0,0,1
98687,0,0,2
55957,0,0,2
3660,0,0,2
6275,0,0,2
2601,0,0,0
8654,0,0,0
64907,0,0,1
80410,0,0,3
95036,0,0,2
358763,0,0,3
129871,0,0,10
449832,0,0,13
145503,0,0,5
302938,0,0,5
236315,0,0,6
21370,0,0,5
66860,0,0,2
401935,0,0,3
44331,0,0,8
117837,0,0,14
44113,0,0,9
168656,0,0,11
32818,0,0,2
15578,0,0,1
11210,0,0,6
51002,0,0,6
49775,0,0,8
55388,0,0,8
10801,0,0,1
2539,0,0,1
5412,0,0,5
32571,0,0,4
1361,0,0,1
7008,0,0,1
2601,0,0,1
48,0,0,1
376,0,0,1
494,0,0,1
817,0,0,0
46140,0,0,1
275343,0,0,1
166185,0,0,1
100128,0,0,4
2240,0,0,5
1699,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
467,0,0,0
3006,0,0,1
988,0,0,1
185,0,0,0
73,0,0,0
10447,0,0,0
79095,0,0,3
112433,0,0,4
127798,0,0,4
150267,0,0,4
368434,0,0,8
332778,0,0,13
42475,0,0,4
12737,0,0,3
31981,0,0,7
24570,0,0,3
36,0,0,1
17147,0,0,12
111108,0,0,18
50270,0,0,5
9626,0,0,1
414,0,0,0
5590,0,0,1
20525,0,0,1
11345,0,0,0
1757,0,0,0
20819,0,0,3
61668,0,0,2
782,0,0,1
2757,0,0,1
1403,0,0,0
0,0,0,0
0,0,0,0
8051,0,0,1
50020,0,0,8
6290,0,0,1
2527,0,0,0
0,0,0,0
253,0,0,0
20309,0,0,1
133666,0,0,1
160543,0,0,3
264109,0,0,5
29479,0,0,5
1255,0,0,1
0,0,0,0
0,0,0,0
5289,0,0,0
35398,0,0,1
19340,0,0,1
6693,0,0,4
44370,0,0,6
31497,0,0,4
72080,0,0,11
189686,0,0,5
36553,0,0,1
2601,0,0,0
0,0,0,0
426,0,0,0
2863,0,0,1
6587,0,0,6
30821,0,0,5
2527,0,0,0
131988,0,0,1
103164,0,0,2
2276,0,0,5
2954,0,0,1
75,0,0,0
236,0,0,0
0,0,0,0
0,0,0,0
2440,0,0,0
9482,0,0,1
6263,0,0,1
2235,0,0,0
4257,0,0,0
14209,0,0,2
2301,0,0,0
0,0,0,0
5784,0,0,0
18316,0,0,0
68,0,0,0
16114,0,0,1
81264,0,0,1
130477,0,0,1
103696,0,0,2
2660,0,0,5
5017,0,0,1
20349,0,0,1
33127,0,0,1
3292,0,0,1
11548,0,0,2
4585,0,0,1
16741,0,0,1
80937,0,0,2
130604,0,0,3
130814,0,0,2
26924,0,0,1
101500,0,0,2
120303,0,0,3
9958,0,0,6
8669,0,0,2
3253,0,0,0
10486,0,0,1
1241,0,0,0
0,0,0,0
0,0,0,0
11121,0,0,0
35924,0,0,3
5382,0,0,1
9963,0,0,0
3759,0,0,0
23767,0,0,2
44899,0,0,5
32583,0,0,2
29602,0,0,0
706,0,0,0
2235,0,0,0
0,0,0,0
3468,0,0,0
23733,0,0,2
43616,0,0,6
10995,0,0,2
2301,0,0,0
0,0,0,0
726,0,0,0
4741,0,0,1
7727,0,0,0
706,0,0,0
2235,0,0,0
1048,0,0,0
5782,0,0,1
7793,0,0,0
363,0,0,0
4276,0,0,1
9946,0,0,1
173,0,0,1
840,0,0,1
3180,0,0,2
2445,0,0,1
526,0,0,1
218,0,0,0
16855,0,0,0
112920,0,0,2
273870,0,0,3
336521,0,0,4
228043,0,0,6
88201,0,0,10
134856,0,0,3
110508,0,0,2
1942,0,0,5
2622,0,0,2
2301,0,0,0
754,0,0,0
2409,0,0,1
3333,0,0,1
15561,0,0,2
23522,0,0,1
23416,0,0,1
4387,0,0,1
2235,0,0,0
3509,0,0,0
11862,0,0,1
2416,0,0,1
20819,0,0,1
101314,0,0,1
166069,0,0,2
189263,0,0,2
115028,0,0,2
152088,0,0,4
62113,0,0,7
2831,0,0,2
98,0,0,1
104,0,0,0
0,0,0,0
18772,0,0,0
100777,0,0,1
130919,0,0,4
2882,0,0,2
8717,0,0,2
123,0,0,1
11154,0,0,7
34082,0,0,6
0,0,0,0
774,0,0,0
17984,0,0,2
66144,0,0,2
96847,0,0,3
172416,0,0,7
144294,0,0,6
115294,0,0,3
93638,0,0,3
135255,0,0,2
90113,0,0,1
129655,0,0,1
93835,0,0,2
1097,0,0,5
2114,0,0,3
1204,0,0,1
1641,0,0,1
2439,0,0,1
3603,0,0,1
16250,0,0,1
115740,0,0,2
395317,0,0,2
292770,0,0,3
74022,0,0,7
202032,0,0,5
202717,0,132791,9
853771,0,541013,33
987941,0,381610,25
278960,0,0,7
122247,0,0,3
26460,0,0,2
45692,0,0,2
89086,0,0,3
70100,0,0,2
11169,0,0,2
13478,0,0,2
14972,0,0,5
127377,0,0,20
270559,0,0,28
75130,0,0,9
97215,0,0,10
95510,0,0,16
119417,0,0,17
56910,0,0,7
706,0,0,0
2235,0,0,0
